test_id,test,ablation,model,county_id,weighted_mae,baseline_mae,delta_mae
A,2014_2018,C_plus_turnout_size,ridge,07,0.023006962247278145,0.015151195317151984,0.00785576693012616
A,2014_2018,C_plus_turnout_size,ridge,08,0.02142249882506726,0.013726688490448752,0.007695810334618507
A,2014_2018,C_plus_turnout_size,ridge,09,0.018462408039883343,0.015163759271126665,0.0032986487687566776
A,2014_2018,C_plus_turnout_size,ridge,10,0.02630518668040319,0.012334346917730513,0.013970839762672677
A,2014_2018,C_plus_turnout_size,ridge,12,0.02822233103376638,0.014275196006338775,0.013947135027427603
A,2014_2018,C_plus_turnout_size,ridge,13,0.020533215070336452,0.013484349925191883,0.00704886514514457
A,2014_2018,C_plus_turnout_size,ridge,14,0.02142503898560154,0.013355199971251216,0.008069839014350322
A,2014_2018,C_plus_turnout_size,ridge,17,0.020442959672241325,0.013828467340715514,0.006614492331525812
A,2014_2018,C_plus_turnout_size,ridge,18,0.020658589821684743,0.01376644349177724,0.006892146329907502
A,2014_2018,C_plus_turnout_size,ridge,19,0.022093401603265252,0.01309646276871199,0.008996938834553263
A,2014_2018,C_plus_turnout_size,ridge,20,0.02245265776047563,0.014335025502625222,0.008117632257850409
A,2014_2018,C_plus_turnout_size,ridge,21,0.01905541814009792,0.0128227044944627,0.00623271364563522
A,2014_2018,C_plus_turnout_size,ridge,22,0.01805690002086691,0.014329307564465033,0.0037275924564018764
A,2014_2018,C_plus_turnout_size,ridge,23,0.018484245300292444,0.013303269147549226,0.005180976152743218
A,2014_2018,C_plus_turnout_size,ridge,24,0.016298628534596852,0.015656378098337243,0.0006422504362596088
A,2014_2018,C_plus_turnout_size,ridge,25,0.018369158298742923,0.014077037201450798,0.004292121097292125
B,2018_2022,A_previous_shares,elastic_net,01,0.020539267606368577,0.017703452777308688,0.002835814829059889
B,2018_2022,A_previous_shares,elastic_net,03,0.01556176507135305,0.014583587548819044,0.0009781775225340059
B,2018_2022,A_previous_shares,elastic_net,04,0.014188269579090413,0.012212805199016847,0.001975464380073566
B,2018_2022,A_previous_shares,elastic_net,05,0.013536057585662195,0.012528280296783921,0.0010077772888782734
B,2018_2022,A_previous_shares,elastic_net,06,0.012500678568836503,0.012445628969866583,0.00005504959896992026
B,2018_2022,A_previous_shares,elastic_net,07,0.012836828472900715,0.012474773621412576,0.0003620548514881392
B,2018_2022,A_previous_shares,elastic_net,08,0.012789298941611823,0.012905442271696264,-0.00011614333008444153
B,2018_2022,A_previous_shares,elastic_net,09,0.013714269827345938,0.014708640646379707,-0.0009943708190337693
B,2018_2022,A_previous_shares,elastic_net,10,0.012973195411673301,0.011714603252406782,0.0012585921592665195
B,2018_2022,A_previous_shares,elastic_net,12,0.01923103576969084,0.015580333156594336,0.003650702613096503
B,2018_2022,A_previous_shares,elastic_net,13,0.013334419510791033,0.012325266400384107,0.0010091531104069254
B,2018_2022,A_previous_shares,elastic_net,14,0.014607154586896737,0.01244770647759152,0.0021594481093052172
B,2018_2022,A_previous_shares,elastic_net,17,0.01384161048196585,0.014662532034729068,-0.0008209215527632176
B,2018_2022,A_previous_shares,elastic_net,18,0.015725831889166743,0.013993197935049323,0.0017326339541174195
B,2018_2022,A_previous_shares,elastic_net,19,0.014779194252124376,0.012900726657716905,0.0018784675944074711
B,2018_2022,A_previous_shares,elastic_net,20,0.013476770685887271,0.013334617205333727,0.0001421534805535439
B,2018_2022,A_previous_shares,elastic_net,21,0.012869668142416338,0.01318146236878423,-0.0003117942263678921
B,2018_2022,A_previous_shares,elastic_net,22,0.01558902545703467,0.01718478554675396,-0.0015957600897192892
B,2018_2022,A_previous_shares,elastic_net,23,0.013512255657395352,0.017279253664364426,-0.0037669980069690735
B,2018_2022,A_previous_shares,elastic_net,24,0.013493315868569807,0.015880051632233726,-0.0023867357636639195
